,Usecase,Parameter,Parameter Value,Obj Value,Runtime
0,Small,BQPCuts,-1,545.3111591697021,0.07311058044433594
1,Small,BQPCuts,0,545.3111591697021,0.05553436279296875
2,Small,BQPCuts,1,545.3111591697021,0.05988883972167969
3,Small,BQPCuts,2,545.3111591697021,0.05057334899902344
4,Small,CliqueCuts,-1,545.3111591697021,0.04785728454589844
5,Small,CliqueCuts,0,545.3111591697021,0.06299972534179688
6,Small,CliqueCuts,1,545.3111591697021,0.055545806884765625
7,Small,CliqueCuts,2,545.3111591697021,0.0549468994140625
8,Small,CoverCuts,-1,545.3111591697021,0.05097007751464844
9,Small,CoverCuts,0,545.3111591697021,0.0555572509765625
10,Small,CoverCuts,1,545.3111591697021,0.05451774597167969
11,Small,CoverCuts,2,545.3111591697021,0.07365226745605469
12,Small,FlowCoverCuts,-1,545.3111591697021,0.04695320129394531
13,Small,FlowCoverCuts,0,545.3111591697021,0.048313140869140625
14,Small,FlowCoverCuts,1,545.3111591697021,0.05265045166015625
15,Small,FlowCoverCuts,2,545.3111591697021,0.047969818115234375
16,Small,FlowPathCuts,-1,545.3111591697021,0.04380226135253906
17,Small,FlowPathCuts,0,545.3111591697021,0.0460662841796875
18,Small,FlowPathCuts,1,545.3111591697021,0.05005836486816406
19,Small,FlowPathCuts,2,545.3111591697021,0.07418441772460938
20,Small,GUBCoverCuts,-1,545.3111591697021,0.0560302734375
21,Small,GUBCoverCuts,0,545.3111591697021,0.05092811584472656
22,Small,GUBCoverCuts,1,545.3111591697021,0.060688018798828125
23,Small,GUBCoverCuts,2,545.3111591697021,0.043796539306640625
24,Small,ImpliedCuts,-1,545.3111591697021,0.05188179016113281
25,Small,ImpliedCuts,0,545.3111591697021,0.06676101684570312
26,Small,ImpliedCuts,1,545.3111591697021,0.14883804321289062
27,Small,ImpliedCuts,2,545.3111591697021,0.05057525634765625
28,Small,InfProofCuts,-1,545.3111591697021,0.08816146850585938
29,Small,InfProofCuts,0,545.3111591697021,0.050365447998046875
30,Small,InfProofCuts,1,545.3111591697021,0.04785346984863281
31,Small,InfProofCuts,2,545.3111591697021,0.046321868896484375
32,Small,LiftProjectCuts,-1,545.3111591697021,0.06871986389160156
33,Small,LiftProjectCuts,0,545.3111591697021,0.10852432250976562
34,Small,LiftProjectCuts,1,545.3111591697021,0.04387474060058594
35,Small,LiftProjectCuts,2,545.3111591697021,0.04557991027832031
36,Small,MIPSepCuts,-1,545.3111591697021,0.04901313781738281
37,Small,MIPSepCuts,0,545.3111591697021,0.043842315673828125
38,Small,MIPSepCuts,1,545.3111591697021,0.044918060302734375
39,Small,MIPSepCuts,2,545.3111591697021,0.046375274658203125
40,Small,MIRCuts,-1,545.3111591697021,0.046726226806640625
41,Small,MIRCuts,0,545.3111591697021,0.07521629333496094
42,Small,MIRCuts,1,545.3111591697021,0.04622650146484375
43,Small,MIRCuts,2,545.3111591697021,0.0505218505859375
44,Small,ModKCuts,-1,545.3111591697021,0.05988502502441406
45,Small,ModKCuts,0,545.3111591697021,0.051998138427734375
46,Small,ModKCuts,1,545.3111591697021,0.060016632080078125
47,Small,ModKCuts,2,545.3111591697021,0.13636207580566406
48,Small,NetworkCuts,-1,545.3111591697021,0.0478973388671875
49,Small,NetworkCuts,0,545.3111591697021,0.054019927978515625
50,Small,NetworkCuts,1,545.3111591697021,0.06256103515625
51,Small,NetworkCuts,2,545.3111591697021,0.06251144409179688
52,Small,ProjImpliedCuts,-1,545.3111591697021,0.046886444091796875
53,Small,ProjImpliedCuts,0,545.3111591697021,0.05256462097167969
54,Small,ProjImpliedCuts,1,545.3111591697021,0.04077339172363281
55,Small,ProjImpliedCuts,2,545.3111591697021,0.040760040283203125
56,Small,PSDCuts,-1,545.3111591697021,0.08902549743652344
57,Small,PSDCuts,0,545.3111591697021,0.05790519714355469
58,Small,PSDCuts,1,545.3111591697021,0.040790557861328125
59,Small,PSDCuts,2,545.3111591697021,0.1259613037109375
60,Small,RelaxLiftCuts,-1,545.3111591697021,0.06293296813964844
61,Small,RelaxLiftCuts,0,545.3111591697021,0.03166961669921875
62,Small,RelaxLiftCuts,1,545.3111591697021,0.06249809265136719
63,Small,RelaxLiftCuts,2,545.3111591697021,0.0471954345703125
64,Small,RLTCuts,-1,545.3111591697021,0.03125572204589844
65,Small,RLTCuts,0,545.3111591697021,0.043590545654296875
66,Small,RLTCuts,1,545.3111591697021,0.041553497314453125
67,Small,RLTCuts,2,545.3111591697021,0.10451889038085938
68,Small,StrongCGCuts,-1,545.3111591697021,0.045520782470703125
69,Small,StrongCGCuts,0,545.3111591697021,0.056011199951171875
70,Small,StrongCGCuts,1,545.3111591697021,0.0449981689453125
71,Small,StrongCGCuts,2,545.3111591697021,0.040004730224609375
72,Small,SubMIPCuts,-1,545.3111591697021,0.04204750061035156
73,Small,SubMIPCuts,0,545.3111591697021,0.04400634765625
74,Small,SubMIPCuts,1,545.3111591697021,0.04300117492675781
75,Small,SubMIPCuts,2,545.3111591697021,0.04399871826171875
76,Small,ZeroHalfCuts,-1,545.3111591697021,0.07353591918945312
77,Small,ZeroHalfCuts,0,545.3111591697021,0.04251289367675781
78,Small,ZeroHalfCuts,1,545.3111591697021,0.04634857177734375
79,Small,ZeroHalfCuts,2,545.3111591697021,0.04683494567871094
80,Small,CutPasses,0,545.3111591697021,0.039852142333984375
81,Small,CutPasses,1,545.3111591697021,0.04534339904785156
82,Small,CutPasses,2,545.3111591697021,0.04090690612792969
83,Small,CutPasses,3,545.3111591697021,0.07484817504882812
84,Small,CutPasses,4,545.3111591697021,0.04030609130859375
85,Small,CutPasses,5,545.3111591697021,0.057010650634765625
86,Small,CutPasses,6,545.3111591697021,0.05135917663574219
87,Small,CutPasses,7,545.3111591697021,0.055271148681640625
88,Small,CutPasses,8,545.3111591697021,0.0532073974609375
89,Small,CutPasses,9,545.3111591697021,0.04619598388671875
90,Small,CutPasses,10,545.3111591697021,0.05210685729980469
91,Small,CutPasses,11,545.3111591697021,0.08002471923828125
92,Small,CutPasses,12,545.3111591697021,0.04218292236328125
93,Small,CutPasses,13,545.3111591697021,0.04500389099121094
94,Small,CutPasses,14,545.3111591697021,0.050975799560546875
95,Small,CutPasses,15,545.3111591697021,0.042789459228515625
96,Small,CutPasses,16,545.3111591697021,0.04269599914550781
97,Small,CutPasses,17,545.3111591697021,0.04594993591308594
98,Small,CutPasses,18,545.3111591697021,0.08132743835449219
99,Small,CutPasses,19,545.3111591697021,0.04427146911621094
100,Small,CutPasses,20,545.3111591697021,0.04099845886230469
101,Small,CutPasses,21,545.3111591697021,0.03951454162597656
102,Small,CutPasses,22,545.3111591697021,0.045475006103515625
103,Small,CutPasses,23,545.3111591697021,0.045001983642578125
104,Small,CutPasses,24,545.3111591697021,0.03900146484375
105,Small,CutPasses,25,545.3111591697021,0.04172515869140625
106,Small,CutPasses,26,545.3111591697021,0.04251670837402344
107,Small,CutPasses,27,545.3111591697021,0.06101036071777344
108,Small,CutPasses,28,545.3111591697021,0.04568672180175781
109,Small,CutPasses,29,545.3111591697021,0.044921875
110,Small,CutPasses,30,545.3111591697021,0.07252311706542969
111,Small,CutPasses,31,545.3111591697021,0.040531158447265625
112,Small,CutPasses,32,545.3111591697021,0.04352760314941406
113,Small,CutPasses,33,545.3111591697021,0.04062080383300781
114,Small,CutPasses,34,545.3111591697021,0.04192543029785156
115,Small,CutPasses,35,545.3111591697021,0.08400535583496094
116,Small,CutPasses,36,545.3111591697021,0.05751609802246094
117,Small,CutPasses,37,545.3111591697021,0.046535491943359375
118,Small,CutPasses,38,545.3111591697021,0.06351852416992188
119,Small,CutPasses,39,545.3111591697021,0.04946327209472656
120,Small,CutPasses,40,545.3111591697021,0.04365730285644531
121,Small,CutPasses,41,545.3111591697021,0.04501152038574219
122,Small,CutPasses,42,545.3111591697021,0.06299781799316406
123,Small,CutPasses,43,545.3111591697021,0.0436248779296875
124,Small,CutPasses,44,545.3111591697021,0.044525146484375
125,Small,CutPasses,45,545.3111591697021,0.06400489807128906
126,Small,CutPasses,46,545.3111591697021,0.048999786376953125
127,Small,CutPasses,47,545.3111591697021,0.07251358032226562
128,Small,CutPasses,48,545.3111591697021,0.041332244873046875
129,Small,CutPasses,49,545.3111591697021,0.052921295166015625
130,Small,CutPasses,50,545.3111591697021,0.06801414489746094
131,Small,CutPasses,51,545.3111591697021,0.05954551696777344
132,Small,CutPasses,52,545.3111591697021,0.05200004577636719
133,Small,CutPasses,53,545.3111591697021,0.07752037048339844
134,Small,CutPasses,54,545.3111591697021,0.04300117492675781
135,Small,CutPasses,55,545.3111591697021,0.04591178894042969
136,Small,CutPasses,56,545.3111591697021,0.05200004577636719
137,Small,CutPasses,57,545.3111591697021,0.043476104736328125
138,Small,CutPasses,58,545.3111591697021,0.04699516296386719
139,Small,CutPasses,59,545.3111591697021,0.04400444030761719
140,Small,CutPasses,60,545.3111591697021,0.04399871826171875
141,Small,CutPasses,61,545.3111591697021,0.04400062561035156
142,Small,CutPasses,62,545.3111591697021,0.043575286865234375
143,Small,CutPasses,63,545.3111591697021,0.05251312255859375
144,Small,CutPasses,64,545.3111591697021,0.04262351989746094
145,Small,CutPasses,65,545.3111591697021,0.13034439086914062
146,Small,CutPasses,66,545.3111591697021,0.04899787902832031
147,Small,CutPasses,67,545.3111591697021,0.046001434326171875
148,Small,CutPasses,68,545.3111591697021,0.052001953125
149,Small,CutPasses,69,545.3111591697021,0.044277191162109375
150,Small,CutPasses,70,545.3111591697021,0.0527801513671875
151,Small,CutPasses,71,545.3111591697021,0.04442024230957031
152,Small,CutPasses,72,545.3111591697021,0.05144691467285156
153,Small,CutPasses,73,545.3111591697021,0.05318450927734375
154,Small,CutPasses,74,545.3111591697021,0.08283615112304688
155,Small,CutPasses,75,545.3111591697021,0.04390144348144531
156,Small,CutPasses,76,545.3111591697021,0.04328727722167969
157,Small,CutPasses,77,545.3111591697021,0.06729316711425781
158,Small,CutPasses,78,545.3111591697021,0.04431343078613281
159,Small,CutPasses,79,545.3111591697021,0.04796028137207031
160,Small,CutPasses,80,545.3111591697021,0.05154228210449219
161,Small,CutPasses,81,545.3111591697021,0.04072380065917969
162,Small,CutPasses,82,545.3111591697021,0.0416717529296875
163,Small,CutPasses,83,545.3111591697021,0.08466720581054688
164,Small,CutPasses,84,545.3111591697021,0.050731658935546875
165,Small,CutPasses,85,545.3111591697021,0.04409027099609375
166,Small,CutPasses,86,545.3111591697021,0.04678535461425781
167,Small,CutPasses,87,545.3111591697021,0.04508399963378906
168,Small,CutPasses,88,545.3111591697021,0.04113578796386719
169,Small,CutPasses,89,545.3111591697021,0.04631614685058594
170,Small,CutPasses,90,545.3111591697021,0.06551361083984375
171,Small,CutPasses,91,545.3111591697021,0.08055305480957031
172,Small,CutPasses,92,545.3111591697021,0.04718017578125
173,Small,CutPasses,93,545.3111591697021,0.051914215087890625
174,Small,CutPasses,94,545.3111591697021,0.0426788330078125
175,Small,CutPasses,95,545.3111591697021,0.05933189392089844
176,Small,CutPasses,96,545.3111591697021,0.06097984313964844
177,Small,CutPasses,97,545.3111591697021,0.06155204772949219
178,Small,CutPasses,98,545.3111591697021,0.07511520385742188
179,Small,CutPasses,99,545.3111591697021,0.06603050231933594
180,Small,CutAggPasses,0,545.3111591697021,0.17168807983398438
181,Small,CutAggPasses,1,545.3111591697021,0.06394004821777344
182,Small,CutAggPasses,2,545.3111591697021,0.23361587524414062
183,Small,CutAggPasses,3,545.3111591697021,0.22876930236816406
184,Small,CutAggPasses,4,545.3111591697021,0.042743682861328125
185,Small,CutAggPasses,5,545.3111591697021,0.08972358703613281
186,Small,CutAggPasses,6,545.3111591697021,0.057582855224609375
187,Small,CutAggPasses,7,545.3111591697021,0.045032501220703125
188,Small,CutAggPasses,8,545.3111591697021,0.054996490478515625
189,Small,CutAggPasses,9,545.3111591697021,0.04587554931640625
190,Small,CutAggPasses,10,545.3111591697021,0.048656463623046875
191,Small,CutAggPasses,11,545.3111591697021,0.06243896484375
192,Small,CutAggPasses,12,545.3111591697021,0.04688262939453125
193,Small,CutAggPasses,13,545.3111591697021,0.04344749450683594
194,Small,CutAggPasses,14,545.3111591697021,0.08543586730957031
195,Small,CutAggPasses,15,545.3111591697021,0.06816673278808594
196,Small,CutAggPasses,16,545.3111591697021,0.05425453186035156
197,Small,CutAggPasses,17,545.3111591697021,0.0333099365234375
198,Small,CutAggPasses,18,545.3111591697021,0.046840667724609375
199,Small,CutAggPasses,19,545.3111591697021,0.04737091064453125
200,Small,CutAggPasses,20,545.3111591697021,0.03163909912109375
201,Small,CutAggPasses,21,545.3111591697021,0.04742431640625
202,Small,CutAggPasses,22,545.3111591697021,0.04731941223144531
203,Small,CutAggPasses,23,545.3111591697021,0.06459236145019531
204,Small,CutAggPasses,24,545.3111591697021,0.06566238403320312
205,Small,CutAggPasses,25,545.3111591697021,0.05695533752441406
206,Small,CutAggPasses,26,545.3111591697021,0.04678153991699219
207,Small,CutAggPasses,27,545.3111591697021,0.05939674377441406
208,Small,CutAggPasses,28,545.3111591697021,0.042514801025390625
209,Small,CutAggPasses,29,545.3111591697021,0.07802581787109375
210,Small,CutAggPasses,30,545.3111591697021,0.048725128173828125
211,Small,CutAggPasses,31,545.3111591697021,0.05624198913574219
212,Small,CutAggPasses,32,545.3111591697021,0.08361244201660156
213,Small,CutAggPasses,33,545.3111591697021,0.06250381469726562
214,Small,CutAggPasses,34,545.3111591697021,0.049072265625
215,Small,CutAggPasses,35,545.3111591697021,0.07111740112304688
216,Small,CutAggPasses,36,545.3111591697021,0.033954620361328125
217,Small,CutAggPasses,37,545.3111591697021,0.04688072204589844
218,Small,CutAggPasses,38,545.3111591697021,0.06250762939453125
219,Small,CutAggPasses,39,545.3111591697021,0.05590057373046875
220,Small,CutAggPasses,40,545.3111591697021,0.041149139404296875
221,Small,CutAggPasses,41,545.3111591697021,0.06072807312011719
222,Small,CutAggPasses,42,545.3111591697021,0.04726409912109375
223,Small,CutAggPasses,43,545.3111591697021,0.036067962646484375
224,Small,CutAggPasses,44,545.3111591697021,0.08434104919433594
225,Small,CutAggPasses,45,545.3111591697021,0.052337646484375
226,Small,CutAggPasses,46,545.3111591697021,0.04144287109375
227,Small,CutAggPasses,47,545.3111591697021,0.04601478576660156
228,Small,CutAggPasses,48,545.3111591697021,0.05418968200683594
229,Small,CutAggPasses,49,545.3111591697021,0.046878814697265625
230,Small,CutAggPasses,50,545.3111591697021,0.031238555908203125
231,Small,CutAggPasses,51,545.3111591697021,0.04688072204589844
232,Small,CutAggPasses,52,545.3111591697021,0.08160591125488281
233,Small,CutAggPasses,53,545.3111591697021,0.05024147033691406
234,Small,CutAggPasses,54,545.3111591697021,0.07689857482910156
235,Small,CutAggPasses,55,545.3111591697021,0.08370018005371094
236,Small,CutAggPasses,56,545.3111591697021,0.038604736328125
237,Small,CutAggPasses,57,545.3111591697021,0.04497718811035156
238,Small,CutAggPasses,58,545.3111591697021,0.13418006896972656
239,Small,CutAggPasses,59,545.3111591697021,0.046558380126953125
240,Small,CutAggPasses,60,545.3111591697021,0.05016326904296875
241,Small,CutAggPasses,61,545.3111591697021,0.08933830261230469
242,Small,CutAggPasses,62,545.3111591697021,0.03412628173828125
243,Small,CutAggPasses,63,545.3111591697021,0.04965972900390625
244,Small,CutAggPasses,64,545.3111591697021,0.07035255432128906
245,Small,CutAggPasses,65,545.3111591697021,0.049785614013671875
246,Small,CutAggPasses,66,545.3111591697021,0.04504203796386719
247,Small,CutAggPasses,67,545.3111591697021,0.06292152404785156
248,Small,CutAggPasses,68,545.3111591697021,0.05266571044921875
249,Small,CutAggPasses,69,545.3111591697021,0.04176521301269531
250,Small,CutAggPasses,70,545.3111591697021,0.073516845703125
251,Small,CutAggPasses,71,545.3111591697021,0.053638458251953125
252,Small,CutAggPasses,72,545.3111591697021,0.04067230224609375
253,Small,CutAggPasses,73,545.3111591697021,0.08568572998046875
254,Small,CutAggPasses,74,545.3111591697021,0.05126380920410156
255,Small,CutAggPasses,75,545.3111591697021,0.04621124267578125
256,Small,CutAggPasses,76,545.3111591697021,0.04974174499511719
257,Small,CutAggPasses,77,545.3111591697021,0.03954124450683594
258,Small,CutAggPasses,78,545.3111591697021,0.051441192626953125
259,Small,CutAggPasses,79,545.3111591697021,0.0500030517578125
260,Small,CutAggPasses,80,545.3111591697021,0.03763771057128906
261,Small,CutAggPasses,81,545.3111591697021,0.05898284912109375
262,Small,CutAggPasses,82,545.3111591697021,0.0420074462890625
263,Small,CutAggPasses,83,545.3111591697021,0.0478057861328125
264,Small,CutAggPasses,84,545.3111591697021,0.09445571899414062
265,Small,CutAggPasses,85,545.3111591697021,0.047412872314453125
266,Small,CutAggPasses,86,545.3111591697021,0.048946380615234375
267,Small,CutAggPasses,87,545.3111591697021,0.0483856201171875
268,Small,CutAggPasses,88,545.3111591697021,0.08173179626464844
269,Small,CutAggPasses,89,545.3111591697021,0.03372383117675781
270,Small,CutAggPasses,90,545.3111591697021,0.10007858276367188
271,Small,CutAggPasses,91,545.3111591697021,0.04557991027832031
272,Small,CutAggPasses,92,545.3111591697021,0.06776046752929688
273,Small,CutAggPasses,93,545.3111591697021,0.04687690734863281
274,Small,CutAggPasses,94,545.3111591697021,0.04688453674316406
275,Small,CutAggPasses,95,545.3111591697021,0.06901741027832031
276,Small,CutAggPasses,96,545.3111591697021,0.03167152404785156
277,Small,CutAggPasses,97,545.3111591697021,0.031215667724609375
278,Small,CutAggPasses,98,545.3111591697021,0.047332763671875
279,Small,CutAggPasses,99,545.3111591697021,0.04746246337890625
280,Small,GomoryPasses,0,545.3111591697021,0.062412261962890625
281,Small,GomoryPasses,1,545.3111591697021,0.04020118713378906
282,Small,GomoryPasses,2,545.3111591697021,0.049396514892578125
283,Small,GomoryPasses,3,545.3111591697021,0.08010292053222656
284,Small,GomoryPasses,4,545.3111591697021,0.04607963562011719
285,Small,GomoryPasses,5,545.3111591697021,0.03154563903808594
286,Small,GomoryPasses,6,545.3111591697021,0.030750274658203125
287,Small,GomoryPasses,7,545.3111591697021,0.035274505615234375
288,Small,GomoryPasses,8,545.3111591697021,0.03426170349121094
289,Small,GomoryPasses,9,545.3111591697021,0.07402610778808594
290,Small,GomoryPasses,10,545.3111591697021,0.0436859130859375
291,Small,GomoryPasses,11,545.3111591697021,0.0331268310546875
292,Small,GomoryPasses,12,545.3111591697021,0.05915260314941406
293,Small,GomoryPasses,13,545.3111591697021,0.05070686340332031
294,Small,GomoryPasses,14,545.3111591697021,0.0412750244140625
295,Small,GomoryPasses,15,545.3111591697021,0.04677009582519531
296,Small,GomoryPasses,16,545.3111591697021,0.03295135498046875
297,Small,GomoryPasses,17,545.3111591697021,0.05037689208984375
298,Small,GomoryPasses,18,545.3111591697021,0.06719779968261719
299,Small,GomoryPasses,19,545.3111591697021,0.054386138916015625
300,Small,GomoryPasses,20,545.3111591697021,0.036907196044921875
301,Small,GomoryPasses,21,545.3111591697021,0.04688835144042969
302,Small,GomoryPasses,22,545.3111591697021,0.034732818603515625
303,Small,GomoryPasses,23,545.3111591697021,0.04854393005371094
304,Small,GomoryPasses,24,545.3111591697021,0.028722763061523438
305,Small,GomoryPasses,25,545.3111591697021,0.04091453552246094
306,Small,GomoryPasses,26,545.3111591697021,0.04610252380371094
307,Small,GomoryPasses,27,545.3111591697021,0.0248260498046875
308,Small,GomoryPasses,28,545.3111591697021,0.04251670837402344
309,Small,GomoryPasses,29,545.3111591697021,0.03537559509277344
310,Small,GomoryPasses,30,545.3111591697021,0.047557830810546875
311,Small,GomoryPasses,31,545.3111591697021,0.03873634338378906
312,Small,GomoryPasses,32,545.3111591697021,0.09417915344238281
313,Small,GomoryPasses,33,545.3111591697021,0.048542022705078125
314,Small,GomoryPasses,34,545.3111591697021,0.04727745056152344
315,Small,GomoryPasses,35,545.3111591697021,0.05707740783691406
316,Small,GomoryPasses,36,545.3111591697021,0.04737091064453125
317,Small,GomoryPasses,37,545.3111591697021,0.040271759033203125
318,Small,GomoryPasses,38,545.3111591697021,0.04688453674316406
319,Small,GomoryPasses,39,545.3111591697021,0.03949928283691406
320,Small,GomoryPasses,40,545.3111591697021,0.04055023193359375
321,Small,GomoryPasses,41,545.3111591697021,0.04227638244628906
322,Small,GomoryPasses,42,545.3111591697021,0.04913139343261719
323,Small,GomoryPasses,43,545.3111591697021,0.0460205078125
324,Small,GomoryPasses,44,545.3111591697021,0.04234123229980469
325,Small,GomoryPasses,45,545.3111591697021,0.054004669189453125
326,Small,GomoryPasses,46,545.3111591697021,0.04699897766113281
327,Small,GomoryPasses,47,545.3111591697021,0.049015045166015625
328,Small,GomoryPasses,48,545.3111591697021,0.04799842834472656
329,Small,GomoryPasses,49,545.3111591697021,0.043003082275390625
330,Small,GomoryPasses,50,545.3111591697021,0.04553413391113281
331,Small,GomoryPasses,51,545.3111591697021,0.07534980773925781
332,Small,GomoryPasses,52,545.3111591697021,0.04557228088378906
333,Small,GomoryPasses,53,545.3111591697021,0.04900169372558594
334,Small,GomoryPasses,54,545.3111591697021,0.04599952697753906
335,Small,GomoryPasses,55,545.3111591697021,0.048007965087890625
336,Small,GomoryPasses,56,545.3111591697021,0.05753326416015625
337,Small,GomoryPasses,57,545.3111591697021,0.047000885009765625
338,Small,GomoryPasses,58,545.3111591697021,0.054656982421875
339,Small,GomoryPasses,59,545.3111591697021,0.04550933837890625
340,Small,GomoryPasses,60,545.3111591697021,0.05460166931152344
341,Small,GomoryPasses,61,545.3111591697021,0.048999786376953125
342,Small,GomoryPasses,62,545.3111591697021,0.04431343078613281
343,Small,GomoryPasses,63,545.3111591697021,0.04552459716796875
344,Small,GomoryPasses,64,545.3111591697021,0.04100799560546875
345,Small,GomoryPasses,65,545.3111591697021,0.042896270751953125
346,Small,GomoryPasses,66,545.3111591697021,0.039703369140625
347,Small,GomoryPasses,67,545.3111591697021,0.08053016662597656
348,Small,GomoryPasses,68,545.3111591697021,0.06144523620605469
349,Small,GomoryPasses,69,545.3111591697021,0.047840118408203125
350,Small,GomoryPasses,70,545.3111591697021,0.046031951904296875
351,Small,GomoryPasses,71,545.3111591697021,0.04826927185058594
352,Small,GomoryPasses,72,545.3111591697021,0.045246124267578125
353,Small,GomoryPasses,73,545.3111591697021,0.056316375732421875
354,Small,GomoryPasses,74,545.3111591697021,0.042346954345703125
355,Small,GomoryPasses,75,545.3111591697021,0.05609321594238281
356,Small,GomoryPasses,76,545.3111591697021,0.08455657958984375
357,Small,GomoryPasses,77,545.3111591697021,0.0540008544921875
358,Small,GomoryPasses,78,545.3111591697021,0.08764457702636719
359,Small,GomoryPasses,79,545.3111591697021,0.04177093505859375
360,Small,GomoryPasses,80,545.3111591697021,0.04164695739746094
361,Small,GomoryPasses,81,545.3111591697021,0.05090522766113281
362,Small,GomoryPasses,82,545.3111591697021,0.043003082275390625
363,Small,GomoryPasses,83,545.3111591697021,0.1013031005859375
364,Small,GomoryPasses,84,545.3111591697021,0.05445671081542969
365,Small,GomoryPasses,85,545.3111591697021,0.043651580810546875
366,Small,GomoryPasses,86,545.3111591697021,0.0642242431640625
367,Small,GomoryPasses,87,545.3111591697021,0.03946876525878906
368,Small,GomoryPasses,88,545.3111591697021,0.06492233276367188
369,Small,GomoryPasses,89,545.3111591697021,0.05896759033203125
370,Small,GomoryPasses,90,545.3111591697021,0.06249427795410156
371,Small,GomoryPasses,91,545.3111591697021,0.05180549621582031
372,Small,GomoryPasses,92,545.3111591697021,0.042331695556640625
373,Small,GomoryPasses,93,545.3111591697021,0.04179191589355469
374,Small,GomoryPasses,94,545.3111591697021,0.07699394226074219
375,Small,GomoryPasses,95,545.3111591697021,0.05556297302246094
376,Small,GomoryPasses,96,545.3111591697021,0.04485321044921875
377,Small,GomoryPasses,97,545.3111591697021,0.03997993469238281
